特征,系数(标准化后),影响,影响强度
胜率_120d,0.031162489773821734,↑正相关（高分→盈利）,★
营业利润_T,0.031108192603768833,↑正相关（高分→盈利）,★
行业区间收益_60d,0.029267184142758963,↑正相关（高分→盈利）,★
总分_delta_2y,0.02702344247100349,↑正相关（高分→盈利）,★
capex_intensity,0.026341085165224223,↑正相关（高分→盈利）,★
市场距离MA250,0.023661863198476393,↑正相关（高分→盈利）,★
行业胜率_60d,0.017624157498191097,↑正相关（高分→盈利）,★
个股PB,0.015697401985128548,↑正相关（高分→盈利）,★
溢价率上限,0.0045330352263449475,↑正相关（高分→盈利）,★
个股PE,0.0024186949640176815,↑正相关（高分→盈利）,★
price_vs_MA250,0.0016800019978057297,↑正相关（高分→盈利）,★
胜率_60d,-0.007868566257123392,↓负相关（高分→亏损）,★
个股PS,-0.010548655403978934,↓负相关（高分→亏损）,★
现金利息负债比,-0.011791058107612967,↓负相关（高分→亏损）,★
折旧_T3,-0.019122144575561228,↓负相关（高分→亏损）,★
FCF_3年斜率,-0.025660673808719395,↓负相关（高分→亏损）,★
同行PS_中位,-0.028953411230492852,↓负相关（高分→亏损）,★
FCF_CAGR2,-0.03314331499899391,↓负相关（高分→亏损）,★
行业级别,-0.034300929019215165,↓负相关（高分→亏损）,★
行业PE_250d增长,-0.03846627885890164,↓负相关（高分→亏损）,★
资产负债率,-0.04545682853218156,↓负相关（高分→亏损）,★
行业PE_60d增长,-0.0499905328006777,↓负相关（高分→亏损）,★
已获利息倍数,-0.061258318587216705,↓负相关（高分→亏损）,★
胜率_20d,-0.06326316407824044,↓负相关（高分→亏损）,★
毛利率,-0.06698019251427759,↓负相关（高分→亏损）,★
营收_T4,-0.06857205958080434,↓负相关（高分→亏损）,★
营业利润_T2,-0.075936581167429,↓负相关（高分→亏损）,★
NOPAT_T2,-0.07837859815172991,↓负相关（高分→亏损）,★
存货周转率,-0.08216441274755906,↓负相关（高分→亏损）,★
资本支出_T4,-0.08666445897095754,↓负相关（高分→亏损）,★
现金流动负债比,-0.08684066138656153,↓负相关（高分→亏损）,★
PE_vs_行业,-0.08940337179051457,↓负相关（高分→亏损）,★
市场年化收益_120d,-0.0928179964837532,↓负相关（高分→亏损）,★
FCF_conversion,-0.09369583148973139,↓负相关（高分→亏损）,★
资本支出_加速,-0.0937780340770199,↓负相关（高分→亏损）,★
同行公司数,-0.0959449344732818,↓负相关（高分→亏损）,★
price_vs_MA120,-0.0983006780690521,↓负相关（高分→亏损）,★
行业PB_250d增长,-0.10662363520421438,↓负相关（高分→亏损）,★
行业MA20,-0.11465108157412539,↓负相关（高分→亏损）,★
盈利能力_T,-0.11625251763710424,↓负相关（高分→亏损）,★
净利率,-0.11717057651749962,↓负相关（高分→亏损）,★
行业波动率_120d,-0.1185861704984701,↓负相关（高分→亏损）,★
净利润_fcf_YoY,-0.12240236599562768,↓负相关（高分→亏损）,★
FCF年份_T1,-0.12241608677641219,↓负相关（高分→亏损）,★
FCF年份_T,-0.12241608677641219,↓负相关（高分→亏损）,★
FCF年份_T2,-0.12241608677641219,↓负相关（高分→亏损）,★
FCF_T,-0.12808578112176902,↓负相关（高分→亏损）,★
总资产周转率,-0.1305417640460126,↓负相关（高分→亏损）,★
行业胜率_20d,-0.1349051669569495,↓负相关（高分→亏损）,★
成长能力_T-2,-0.14099908627332272,↓负相关（高分→亏损）,★
总分_T,-0.14117846585002483,↓负相关（高分→亏损）,★
数据天数,-0.14361991894127166,↓负相关（高分→亏损）,★
行业波动率_20d,-0.14830993392328093,↓负相关（高分→亏损）,★
FCF_T2,-0.15633521525891148,↓负相关（高分→亏损）,★★
流动比率,-0.15828669238692264,↓负相关（高分→亏损）,★★
区间收益_250d,-0.1591221973297261,↓负相关（高分→亏损）,★★
年化收益_250d,-0.1591221973297261,↓负相关（高分→亏损）,★★
vol_ratio_20_60,-0.16114748703298193,↓负相关（高分→亏损）,★★
折旧_T4,-0.16152081354996678,↓负相关（高分→亏损）,★★
营业利润_加速,-0.16619450817748777,↓负相关（高分→亏损）,★★
NOPAT_加速,-0.1665386240444939,↓负相关（高分→亏损）,★★
行业PB_120d增长,-0.16712260270150373,↓负相关（高分→亏损）,★★
行业PB,-0.16973555564031148,↓负相关（高分→亏损）,★★
年化收益_120d,-0.17562019090641282,↓负相关（高分→亏损）,★★
成长能力_T-3,-0.18983529618947345,↓负相关（高分→亏损）,★★
行业胜率_250d,-0.191062149809879,↓负相关（高分→亏损）,★★
市场波动率比值,-0.20083856087630825,↓负相关（高分→亏损）,★★
扣非净利增长,-0.20776292201611207,↓负相关（高分→亏损）,★★
净利增长,-0.20776292201611207,↓负相关（高分→亏损）,★★
营收增长,-0.21253614580626706,↓负相关（高分→亏损）,★★
成长能力_delta_2y,-0.21360391516529395,↓负相关（高分→亏损）,★★
行业MA120,-0.2142526223609121,↓负相关（高分→亏损）,★★
资本支出_T3,-0.21588370304229,↓负相关（高分→亏损）,★★
同行市值_中位,-0.21774199810661254,↓负相关（高分→亏损）,★★
NOPAT_3年斜率,-0.21950743772635622,↓负相关（高分→亏损）,★★
总分_delta_1y,-0.22016427297003413,↓负相关（高分→亏损）,★★
营收增长2,-0.22366713808758826,↓负相关（高分→亏损）,★★
盈利能力_delta_1y,-0.2239229390474691,↓负相关（高分→亏损）,★★
盈利能力_斜率,-0.23111838316315608,↓负相关（高分→亏损）,★★
波动率_250d,-0.2394812439098581,↓负相关（高分→亏损）,★★
总分_T-2,-0.244155503359405,↓负相关（高分→亏损）,★★
行业区间收益_120d,-0.2499921674188827,↓负相关（高分→亏损）,★★
总营收增长,-0.25030157518040863,↓负相关（高分→亏损）,★★
资本支出_T,-0.2503732124415685,↓负相关（高分→亏损）,★★
行业年化收益_120d,-0.2511012491411738,↓负相关（高分→亏损）,★★
净利润,-0.2530092066461984,↓负相关（高分→亏损）,★★
中位价,-0.2632186926005219,↓负相关（高分→亏损）,★★
FCF_T3,-0.2652803072834827,↓负相关（高分→亏损）,★★
总资产净利率,-0.2731265973166577,↓负相关（高分→亏损）,★★
capex_to_dep,-0.2792676243820459,↓负相关（高分→亏损）,★★
FCF年份_T3,-0.2804167695889617,↓负相关（高分→亏损）,★★
同行PB_中位,-0.2809291283246687,↓负相关（高分→亏损）,★★
净利润_fcf_T1,-0.2869123585111365,↓负相关（高分→亏损）,★★
price_vs_MA20,-0.3013094551970101,↓负相关（高分→亏损）,★★★
NOPAT_margin,-0.3090236306225027,↓负相关（高分→亏损）,★★★
PE_vs_同行中位,-0.32430778022905454,↓负相关（高分→亏损）,★★★
营业利润_CAGR2,-0.3309401244255475,↓负相关（高分→亏损）,★★★
NOPAT_CAGR2,-0.33101755138906414,↓负相关（高分→亏损）,★★★
应收账款周转率,-0.3343135846297291,↓负相关（高分→亏损）,★★★
成长能力_T-4,-0.3607951547337128,↓负相关（高分→亏损）,★★★
总分_T-1,-0.3688347247535238,↓负相关（高分→亏损）,★★★
FCF_加速,-0.3870417973194457,↓负相关（高分→亏损）,★★★
营业利润_T3,-0.39019681750891083,↓负相关（高分→亏损）,★★★
NOPAT_T3,-0.39019681750891083,↓负相关（高分→亏损）,★★★
营收_CAGR2,-0.40872054325312346,↓负相关（高分→亏损）,★★★
报价日价格,-0.42708190538778784,↓负相关（高分→亏损）,★★★
均价_all,-0.4332204318522236,↓负相关（高分→亏损）,★★★
PS_vs_同行均值,-0.45413505856661807,↓负相关（高分→亏损）,★★★
同行PE_均值,-0.5035624441134887,↓负相关（高分→亏损）,★★★
同行PB_均值,-0.5324794005772474,↓负相关（高分→亏损）,★★★
FCF_T1,-0.59788990980975,↓负相关（高分→亏损）,★★★
报价日MA20,-0.6111801790259144,↓负相关（高分→亏损）,★★★
资本支出_T2,-0.6456267639852199,↓负相关（高分→亏损）,★★★
成长能力_斜率,-0.6622487444208969,↓负相关（高分→亏损）,★★★
区间收益_60d,-0.7005790311567176,↓负相关（高分→亏损）,★★★
波动率_60d,-0.7164433128487936,↓负相关（高分→亏损）,★★★
盈利能力_T-1,-0.7772043988324736,↓负相关（高分→亏损）,★★★
MA120,-0.8151426705422494,↓负相关（高分→亏损）,★★★
折旧_T1,-0.8451884248264153,↓负相关（高分→亏损）,★★★
FCF_T4,-0.8655450479672427,↓负相关（高分→亏损）,★★★
营收_T3,-1.0132067171289922,↓负相关（高分→亏损）,★★★
PB_vs_行业,-1.0795826214384137,↓负相关（高分→亏损）,★★★
